PMID,Title,Abstract,DOI,is_plant_research,plant_confidence,is_lipid_relevant,lipid_confidence,plant_species,lipid_topics,classification_result,raw_response,parse_status,category_id,category_name
11308329,Identification of a new form of lipid transfer protein (LTP1) in wheat seeds.,"Recently, this laboratory has isolated from barley and beer extract an isoform of lipid transfer protein (LTP1), which was not fully sequenced (Jégou, S.; Douliez, J. P.; Mollé, D.; Boivin, P.; Marion, D. J. Agric. Food Chem. 2000, 48, 5023--5029). It was named LTP1b and exhibited a molecular weight 294 Da higher than that of the known LTP1. This paper reports the finding of an LTP1 isoform in wheat that also exhibits an excess of 294 Da compared to the native protein. Amino acid sequencing, reduction and alkylation, and mass spectrometry showed that this new LTP1b possesses the same N-terminal sequence as the native LTP1, suggesting that the difference resides in the binding of an adduct which has a molecular weight of 294 Da. The aim of the present paper is to highlight various biophysical techniques that afford the identification of such an isoform-like LTP1 and to correlate this finding with other isoforms of LTP1 that were isolated from other plants but not fully sequenced.",10.1021/jf001327m,True,high,True,high,"[""wheat""]","[""lipid transfer protein"", ""protein isoforms"", ""mass spectrometry""]","{""task1_plant_research"": {""is_plant"": true, ""plant_species"": [""wheat""], ""confidence"": ""high""}, ""task2_lipid_relevance"": {""is_relevant"": true, ""evidence_sentences"": [""Recently, this laboratory has isolated from barley and beer extract an isoform of lipid transfer protein (LTP1), which was not fully sequenced (J\u00e9gou, S.; Douliez, J. P.; Moll\u00e9, D.; Boivin, P.; Marion, D. J. Agric. Food Chem. 2000, 48, 5023--5029)."", ""This paper reports the finding of an LTP1 isoform in wheat that also exhibits an excess of 294 Da compared to the native protein.""], ""explanation"": ""The study identifies a novel isoform of lipid transfer protein (LTP1) in wheat seeds, directly investigating a protein involved in lipid transport and binding."", ""specific_topics"": [""lipid transfer protein"", ""protein isoforms"", ""mass spectrometry""], ""confidence"": ""high""}}",2: Lipid Transport & Trafficking,success,2.0,Lipid Transport & Trafficking
21445098,Calcium-dependent modulation and plasma membrane targeting of the AKT2 potassium channel by the CBL4/CIPK6 calcium sensor/protein kinase complex.,"Potassium (K(+)) channel function is fundamental to many physiological processes. However, components and mechanisms regulating the activity of plant K(+) channels remain poorly understood. Here, we show that the calcium (Ca(2+)) sensor CBL4 together with the interacting protein kinase CIPK6 modulates the activity and plasma membrane (PM) targeting of the K(+) channel AKT2 from Arabidopsis thaliana by mediating translocation of AKT2 to the PM in plant cells and enhancing AKT2 activity in oocytes. Accordingly, akt2, cbl4 and cipk6 mutants share similar developmental and delayed flowering phenotypes. Moreover, the isolated regulatory C-terminal domain of CIPK6 is sufficient for mediating CBL4- and Ca(2+)-dependent channel translocation from the endoplasmic reticulum membrane to the PM by a novel targeting pathway that is dependent on dual lipid modifications of CBL4 by myristoylation and palmitoylation. Thus, we describe a critical mechanism of ion-channel regulation where a Ca(2+) sensor modulates K(+) channel activity by promoting a kinase interaction-dependent but phosphorylation-independent translocation of the channel to the PM.",10.1038/cr.2011.50,True,high,True,high,"[""Arabidopsis thaliana""]","[""lipid modification"", ""protein lipidation"", ""myristoylation"", ""palmitoylation""]","{""task1_plant_research"": {""is_plant"": true, ""plant_species"": [""Arabidopsis thaliana""], ""confidence"": ""high""}, ""task2_lipid_relevance"": {""is_relevant"": true, ""evidence_sentences"": [""Moreover, the isolated regulatory C-terminal domain of CIPK6 is sufficient for mediating CBL4- and Ca(2+)-dependent channel translocation from the endoplasmic reticulum membrane to the PM by a novel targeting pathway that is dependent on dual lipid modifications of CBL4 by myristoylation and palmitoylation.""], ""explanation"": ""The study explicitly investigates how dual lipid modifications (myristoylation and palmitoylation) of the calcium sensor CBL4 influence its ability to mediate potassium channel translocation to the plasma membrane, thereby addressing a lipid-based regulatory mechanism."", ""specific_topics"": [""lipid modification"", ""protein lipidation"", ""myristoylation"", ""palmitoylation""], ""confidence"": ""high""}}",2: Lipid Transport & Trafficking,success,2.0,Lipid Transport & Trafficking
24625031,Transcriptomic analysis reveals that reactive oxygen species and genes encoding lipid transfer protein are associated with tobacco hairy root growth and branch development.,"The hairy root, a specialized plant tissue that emerges from a cell transformed with transfer DNA (T-DNA) from Agrobacterium rhizogenes, can be used to study root biology and utilized in biotechnological applications. The rol genes are known to participate in the generation of hairy roots; however, the means by which the rol genes contribute to the initiation and the maintenance of hairy roots remains largely unknown. We demonstrated that tobacco hairy roots lacking either rolB or rolC exhibited fewer branch roots and lost their growth ability in long-term subculture. Additionally, a microarray analysis revealed that the expression of several genes encoding lipid transfer proteins (LTP) and reactive oxygen species (ROS)-related genes was significantly suppressed in rolB- or rolC-deficient hairy roots. We found that hairy root clones that exhibited greater branching expressed higher levels of RolB or RolC and the genes encoding LTP identified from the microarray. When hairy roots were compared with intact roots, the expression levels of LTP-encoding genes were dramatically different. In addition, ROS were present at lower levels in rolB- and rolC-deficient hairy roots. We therefore suggest that upregulating LTP and increasing the level of ROS is important for hairy root growth.",10.1094/MPMI-12-13-0369-R,True,high,True,high,"[""tobacco""]","[""lipid transfer proteins"", ""reactive oxygen species""]","{""task1_plant_research"": {""is_plant"": true, ""plant_species"": [""tobacco""], ""confidence"": ""high""}, ""task2_lipid_relevance"": {""is_relevant"": true, ""evidence_sentences"": [""Additionally, a microarray analysis revealed that the expression of several genes encoding lipid transfer proteins (LTP) and reactive oxygen species (ROS)-related genes was significantly suppressed in rolB- or rolC-deficient hairy roots."", ""When hairy roots were compared with intact roots, the expression levels of LTP-encoding genes were dramatically different.""], ""explanation"": ""The study identifies differential expression of lipid transfer protein (LTP) genes, which are key players in lipid transport and membrane-related processes, indicating a focus on lipid-associated mechanisms."", ""specific_topics"": [""lipid transfer proteins"", ""reactive oxygen species""], ""confidence"": ""high""}}",2: Lipid Transport & Trafficking,success,2.0,Lipid Transport & Trafficking
7559754,Different sensitivity to wortmannin of two vacuolar sorting signals indicates the presence of distinct sorting machineries in tobacco cells.,"Vacuolar matrix proteins in plant cells are sorted from the secretory pathway to the vacuoles at the Golgi apparatus. Previously, we reported that the NH2-terminal propeptide (NTPP) of the sporamin precursor and the COOH-terminal propeptide (CTPP) of the barley lectin precursor contain information for vacuolar sorting. To analyze whether these propeptides are interchangeable, we expressed constructs consisting of wild-type or mutated NTPP with the mature part of barley lectin and sporamin with CTPP and mutated NTPP in tobacco BY-2 cells. The vacuolar localization of these constructs indicated that the signals were interchangeable. We next analyzed the effect of wortmannin, a specific inhibitor of mammalian phosphatidylinositol (PI) 3-kinase on vacuolar delivery by NTPP and CTPP in tobacco cells. Pulse-chase analysis indicated that 33 microM wortmannin caused almost complete inhibition of CTPP-mediated transport to the vacuoles, while NTPP-mediated transport displayed almost no sensitivity to wortmannin at this concentration. This indicates that there are at least two different mechanisms for vacuolar sorting in tobacco cells, and the CTPP-mediated pathway is sensitive to wortmannin. We compared the dose dependencies of wortmannin on the inhibition of CTPP-mediated vacuolar delivery of proteins and on the inhibition of the synthesis of phospholipids in tobacco cells. Wortmannin inhibited PI 3- and PI 4-kinase activities and phospholipid synthesis. Missorting caused by wortmannin displays a dose dependency that is similar to the dose dependency for the inhibition of synthesis of PI 4-phosphate and major phospholipids. This is different, however, than the inhibition of synthesis of PI 3-phosphate. Thus, the synthesis of phospholipids could be involved in CTPP-mediated vacuolar transport.",10.1083/jcb.130.6.1307,True,high,True,high,"[""tobacco""]","[""phospholipid synthesis"", ""PI kinase activity"", ""wortmannin inhibition""]","{""task1_plant_research"": {""is_plant"": true, ""plant_species"": [""tobacco""], ""confidence"": ""high""}, ""task2_lipid_relevance"": {""is_relevant"": true, ""evidence_sentences"": [""Wortmannin inhibited PI 3- and PI 4-kinase activities and phospholipid synthesis."", ""Missorting caused by wortmannin displays a dose dependency that is similar to the dose dependency for the inhibition of synthesis of PI 4-phosphate and major phospholipids.""], ""explanation"": ""The study investigates how wortmannin affects phospholipid synthesis and PI kinase activities, linking vacuolar sorting pathways to lipid metabolic processes."", ""specific_topics"": [""phospholipid synthesis"", ""PI kinase activity"", ""wortmannin inhibition""], ""confidence"": ""high""}}",2: Lipid Transport & Trafficking,success,2.0,Lipid Transport & Trafficking
8399333,"Acyl-binding/lipid-transfer proteins from rape seedlings, a novel category of proteins interacting with lipids.","From rape (Brassica napus) seedlings proteins able to bind fatty acids and their CoA-esters were purified by gel filtration and cation-exchange chromatography. Among the four proteins detected, one of them (peak IV) appeared purified to homogeneity. This protein is a monomer with a molecular mass of about 9 kDa, as estimated by gel filtration and by polyacrylamide gel electrophoresis. The isoelectric point of the rape protein was higher than 10.5 as determined by chromatofocusing. The pure rape protein appeared furthermore to be able to transfer several phospholipids (phosphatidylcholine, phosphatidylinositol and phosphatidylethanolamine) between membranes. The rape protein, having a multifunctional property, was thus called acyl-binding/lipid-transfer protein (AB-LTP). In order to compare this protein to plant lipid-transfer proteins (LTPs), its structure was determined. The amino acid analysis of the rape AB-LTP revealed a high amount of alanine, an absence of histidine and tryptophan and the presence of eight cysteine residues. The N-terminal amino acid sequence of the rape protein revealed a high homology to plant LTPs. These observations led us to propose that the rape AB-LTPs belong to a category of plant proteins interacting with lipids and playing a role in the fatty acid dynamics.",10.1016/0005-2760(93)90059-i,True,high,True,high,"[""Brassica napus""]","[""fatty acid binding"", ""lipid transfer"", ""protein\u2013lipid interaction""]","{""task1_plant_research"": {""is_plant"": true, ""plant_species"": [""Brassica napus""], ""confidence"": ""high""}, ""task2_lipid_relevance"": {""is_relevant"": true, ""evidence_sentences"": [""From rape (Brassica napus) seedlings proteins able to bind fatty acids and their CoA-esters were purified by gel filtration and cation\u2011exchange chromatography."", ""The pure rape protein appeared furthermore to be able to transfer several phospholipids (phosphatidylcholine, phosphatidylinositol and phosphatidylethanolamine) between membranes.""], ""explanation"": ""The study isolates and characterizes a small protein from Brassica napus seedlings that binds fatty acids and transfers phospholipids, directly addressing fatty acid and lipid processes."", ""specific_topics"": [""fatty acid binding"", ""lipid transfer"", ""protein\u2013lipid interaction""], ""confidence"": ""high""}}",2: Lipid Transport & Trafficking,success,2.0,Lipid Transport & Trafficking
27645136,Arabidopsis acyl-CoA-binding protein ACBP6 localizes in the phloem and affects jasmonate composition.,"Arabidopsis thaliana ACYL-COA-BINDING PROTEIN6 (AtACBP6) encodes a cytosolic 10-kDa AtACBP. It confers freezing tolerance in transgenic Arabidopsis, possibly by its interaction with lipids as indicated by the binding of acyl-CoA esters and phosphatidylcholine to recombinant AtACBP6. Herein, transgenic Arabidopsis transformed with an AtACBP6 promoter-driven β-glucuronidase (GUS) construct exhibited strong GUS activity in the vascular tissues. Immunoelectron microscopy using anti-AtACBP6 antibodies showed AtACBP6 localization in the phloem especially in the companion cells and sieve elements. Also, the presence of gold grains in the plasmodesmata indicated its potential role in systemic trafficking. The AtACBP6 protein, but not its mRNA, was found in phloem exudate of wild-type Arabidopsis. Fatty acid profiling using gas chromatography-mass spectrometry revealed an increase in the jasmonic acid (JA) precursor, 12-oxo-cis,cis-10,15-phytodienoic acid (cis-OPDA), and a reduction in JA and/or its derivatives in acbp6 phloem exudates in comparison to the wild type. Quantitative real-time PCR showed down-regulation of COMATOSE (CTS) in acbp6 rosettes suggesting that AtACBP6 affects CTS function. AtACBP6 appeared to affect the content of JA and/or its derivatives in the sieve tubes, which is consistent with its role in pathogen-defense and in its wound-inducibility of AtACBP6pro::GUS. Taken together, our results suggest the involvement of AtACBP6 in JA-biosynthesis in Arabidopsis phloem tissues.",10.1007/s11103-016-0541-0,True,high,True,high,"[""Arabidopsis thaliana""]","[""acyl\u2011CoA binding proteins"", ""jasmonic acid biosynthesis"", ""phosphatidylcholine interaction""]","{""task1_plant_research"": {""is_plant"": true, ""plant_species"": [""Arabidopsis thaliana""], ""confidence"": ""high""}, ""task2_lipid_relevance"": {""is_relevant"": true, ""evidence_sentences"": [""It confers freezing tolerance in transgenic Arabidopsis, possibly by its interaction with lipids as indicated by the binding of acyl\u2011CoA esters and phosphatidylcholine to recombinant AtACBP6."", ""Fatty acid profiling using gas chromatography\u2011mass spectrometry revealed an increase in the jasmonic acid (JA) precursor, 12\u2011oxo\u2011cis, cis\u201110,15\u2011phytodienoic acid (cis\u2011OPDA), and a reduction in JA and/or its derivatives in acbp6 phloem exudates in comparison to the wild type.""], ""explanation"": ""The study investigates how AtACBP6 interacts with lipid molecules such as acyl\u2011CoA esters and phosphatidylcholine, and it quantifies changes in fatty acid\u2013derived signaling compounds like jasmonic acid precursors, demonstrating a focus on lipid metabolism and signaling."", ""specific_topics"": [""acyl\u2011CoA binding proteins"", ""jasmonic acid biosynthesis"", ""phosphatidylcholine interaction""], ""confidence"": ""high""}}",2: Lipid Transport & Trafficking,success,2.0,Lipid Transport & Trafficking
11828016,Ped3p is a peroxisomal ATP-binding cassette transporter that might supply substrates for fatty acid beta-oxidation.,"Glyoxysomes, a group of specialized peroxisomes, are organelles that degrade fatty acids by the combination of fatty acid beta-oxidation and glyoxylate cycle. However, the mechanism underlying the transport of the fatty acids across the peroxisomal membrane is still obscure in higher plant cells. We identified and analyzed the PED3 gene and its gene product, Ped3p. The phenotype of the Arabidopsis ped3 mutant indicated that the mutation in the PED3 gene inhibits the activity of fatty acid beta-oxidation. Ped3p is a 149-kDa protein that exists in peroxisomal membranes. The amino acid sequence of Ped3p had a typical characteristic for ""full-size"" ATP-binding cassette (ABC) transporter consisting of two transmembrane regions and two ATP-binding regions. This protein was divided into two parts, that had 32% identical amino acid sequences. Each part showed a significant sequence similarity with peroxisomal ""half"" ABC transporters so far identified in mammals and yeast. Ped3p may contribute to the transport of fatty acids and their derivatives across the peroxisomal membrane.",10.1093/pcp/pcf023,True,high,True,high,"[""Arabidopsis thaliana""]","[""fatty acid beta-oxidation"", ""peroxisomal transport"", ""lipid metabolism""]","{""task1_plant_research"": {""is_plant"": true, ""plant_species"": [""Arabidopsis thaliana""], ""confidence"": ""high""}, ""task2_lipid_relevance"": {""is_relevant"": true, ""evidence_sentences"": [""The phenotype of the Arabidopsis ped3 mutant indicated that the mutation in the PED3 gene inhibits the activity of fatty acid beta-oxidation."", ""Ped3p may contribute to the transport of fatty acids and their derivatives across the peroxisomal membrane.""], ""explanation"": ""The study focuses on the role of Ped3p in transporting fatty acids into peroxisomes for beta\u2011oxidation, directly addressing fatty acid metabolism and lipid transport processes."", ""specific_topics"": [""fatty acid beta-oxidation"", ""peroxisomal transport"", ""lipid metabolism""], ""confidence"": ""high""}}",2: Lipid Transport & Trafficking,success,2.0,Lipid Transport & Trafficking
26361871,"Synthesis, metabolism and systemic transport of a fluorinated mimic of the endogenous jasmonate precursor OPC-8:0.","Jasmonates (JAs) are fatty acid derivatives that mediate many developmental processes and stress responses in plants. Synthetic jasmonate derivatives (commonly isotopically labeled), which mimic the action of the endogenous compounds are often employed as internal standards or probes to study metabolic processes. However, stable-isotope labeling of jasmonates does not allow the study of spatial and temporal distribution of these compounds in real time by positron emission tomography (PET). In this study, we explore whether a fluorinated jasmonate could mimic the action of the endogenous compound and therefore, be later employed as a tracer to study metabolic processes by PET. We describe the synthesis and the metabolism of (Z)-7-fluoro-8-(3-oxo-2-(pent-2-en-1-yl)cyclopentyl)octanoic acid (7F-OPC-8:0), a fluorinated analog of the JA precursor OPC-8:0. Like endogenous jasmonates, 7F-OPC-8:0 induces the transcription of marker jasmonate responsive genes (JRG) and the accumulation of jasmonates after its application to Arabidopsis thaliana plants. By using UHPLC-MS/MS, we could show that 7F-OPC-8:0 is metabolized in vivo similarly to the endogenous OPC-8:0. Furthermore, the fluorinated analog was successfully employed as a probe to show its translocation to undamaged systemic leaves when it was applied to wounded leaves. This result suggests that OPC-8:0 - and maybe other oxylipins - may contribute to the mobile signal which triggers systemic defense responses in plants. We highlight the potential of fluorinated oxylipins to study the mode of action of lipid-derived molecules in planta, either by conventional analytical methods or fluorine-based detection techniques.",10.1016/j.bbalip.2015.09.002,True,high,True,high,"[""Arabidopsis thaliana""]","[""synthesis of jasmonate analogues"", ""metabolism of fatty acid derivatives"", ""systemic transport of lipid signaling molecules""]","{""task1_plant_research"": {""is_plant"": true, ""plant_species"": [""Arabidopsis thaliana""], ""confidence"": ""high""}, ""task2_lipid_relevance"": {""is_relevant"": true, ""evidence_sentences"": [""Jasmonates (JAs) are fatty acid derivatives that mediate many developmental processes and stress responses in plants."", ""By using UHPLC-MS/MS, we could show that 7F-OPC-8:0 is metabolized in vivo similarly to the endogenous OPC-8:0.""], ""explanation"": ""The study focuses on synthesizing, metabolizing, and tracking a fluorinated jasmonate analogue, which is a fatty acid derivative involved in plant lipid signalling pathways."", ""specific_topics"": [""synthesis of jasmonate analogues"", ""metabolism of fatty acid derivatives"", ""systemic transport of lipid signaling molecules""], ""confidence"": ""high""}}",2: Lipid Transport & Trafficking,success,2.0,Lipid Transport & Trafficking
24163310,An ATP binding cassette transporter is required for cuticular wax deposition and desiccation tolerance in the moss Physcomitrella patens.,"The plant cuticle is thought to be a critical evolutionary adaptation that allowed the first plants to colonize land, because of its key roles in regulating plant water status and providing protection from biotic and abiotic stresses. Much has been learned about cuticle composition and structure through genetic and biochemical studies of angiosperms, as well as underlying genetic pathways, but little is known about the cuticles of early diverging plant lineages. Here, we demonstrate that the moss Physcomitrella patens, an extant relative of the earliest terrestrial plants, has a cuticle that is analogous in both structure and chemical composition to those of angiosperms. To test whether the underlying cuticle biosynthetic pathways were also shared among distant plant lineages, we generated a genetic knockout of the moss ATP binding cassette subfamily G (ABCG) transporter Pp-ABCG7, a putative ortholog of Arabidopsis thaliana ABCG transporters involved in cuticle precursor trafficking. We show that this mutant is severely deficient in cuticular wax accumulation and has a reduced tolerance of desiccation stress compared with the wild type. This work provides evidence that the cuticle was an adaptive feature present in the first terrestrial plants and that the genes involved in their formation have been functionally conserved for over 450 million years.",10.1105/tpc.113.117648,True,high,True,high,"[""Physcomitrella patens""]","[""cuticular wax"", ""lipid transport"", ""desiccation tolerance""]","{""task1_plant_research"": {""is_plant"": true, ""plant_species"": [""Physcomitrella patens""], ""confidence"": ""high""}, ""task2_lipid_relevance"": {""is_relevant"": true, ""evidence_sentences"": [""This mutant is severely deficient in cuticular wax accumulation and has a reduced tolerance of desiccation stress compared with the wild type."", ""Here, we demonstrate that the moss Physcomitrella patens, an extant relative of the earliest terrestrial plants, has a cuticle that is analogous in both structure and chemical composition to those of angiosperms.""], ""explanation"": ""The study focuses on cuticular wax deposition, a lipid-based process involving the transport of lipid precursors via an ABC transporter, directly relating to fatty acid/lipid biology."", ""specific_topics"": [""cuticular wax"", ""lipid transport"", ""desiccation tolerance""], ""confidence"": ""high""}}",2: Lipid Transport & Trafficking,success,2.0,Lipid Transport & Trafficking
23031218,SUCROSE TRANSPORTER 5 supplies Arabidopsis embryos with biotin and affects triacylglycerol accumulation.,"The Arabidopsis SUC5 protein represents a classical sucrose/H(+) symporter. Functional analyses previously revealed that SUC5 also transports biotin, an essential co-factor for fatty acid synthesis. However, evidence for a dual role in transport of the structurally unrelated compounds sucrose and biotin in plants was lacking. Here we show that SUC5 localizes to the plasma membrane, and that the SUC5 gene is expressed in developing embryos, confirming the role of the SUC5 protein as substrate carrier across apoplastic barriers in seeds. We show that transport of biotin but not of sucrose across these barriers is impaired in suc5 mutant embryos. In addition, we show that SUC5 is essential for the delivery of biotin into the embryo of biotin biosynthesis-defective mutants (bio1 and bio2). We compared embryo and seedling development as well as triacylglycerol accumulation and fatty acid composition in seeds of single mutants (suc5, bio1 or bio2), double mutants (suc5 bio1 and suc5 bio2) and wild-type plants. Although suc5 mutants were like the wild-type, bio1 and bio2 mutants showed developmental defects and reduced triacylglycerol contents. In suc5 bio1 and suc5 bio2 double mutants, developmental defects were severely increased and the triacylglycerol content was reduced to a greater extent in comparison to the single mutants. Supplementation with externally applied biotin helped to reduce symptoms in both single and double mutants, but the efficacy of supplementation was significantly lower in double than in single mutants, showing that transport of biotin into the embryo is lower in the absence of SUC5.",10.1111/tpj.12037,True,high,True,high,"[""Arabidopsis thaliana""]","[""fatty acid synthesis"", ""triacylglycerol metabolism""]","{""task1_plant_research"": {""is_plant"": true, ""plant_species"": [""Arabidopsis thaliana""], ""confidence"": ""high""}, ""task2_lipid_relevance"": {""is_relevant"": true, ""evidence_sentences"": [""Functional analyses previously revealed that SUC5 also transports biotin, an essential co\u2011factor for fatty acid synthesis."", ""We compared embryo and seedling development as well as triacylglycerol accumulation and fatty acid composition in seeds of single mutants (suc5, bio1 or bio2), double mutants (suc5 bio1 and suc5 bio2) and wild\u2011type plants.""], ""explanation"": ""The study examines how the sucrose transporter SUC5 influences biotin transport, which is crucial for fatty acid synthesis, and directly measures triacylglycerol levels and fatty acid composition in Arabidopsis seeds, thereby addressing lipid metabolic pathways."", ""specific_topics"": [""fatty acid synthesis"", ""triacylglycerol metabolism""], ""confidence"": ""high""}}",2: Lipid Transport & Trafficking,success,2.0,Lipid Transport & Trafficking
17418913,Role of plant lipid transfer proteins in plant cell physiology-a concise review.,"Plant lipid transfer proteins (LTP) are cationic peptides, subdivided into two families, which present molecular masses of around 7 and 10 kDa. The peptides were, thus, denominated due to their ability to reversibly bind and transport hydrophobic molecules in vitro. Both subfamilies possess conserved patterns of eight cysteine residues and the three-dimensional structure reveals an internal hydrophobic cavity that comprises the lipid binding site. Based on the growing knowledge regarding structure, gene expression and regulation and in vitro activity, LTPs are likely to play a role in key processes of plant physiology. Although the roles of plant LTPs have not yet been fully determined. This review aims to present comprehensive information of recent topics, cover new additional data, and present new perspectives on these families of peptides.",10.1016/j.peptides.2007.03.004,True,high,True,high,,"[""lipid binding"", ""hydrophobic molecule transport""]","{""task1_plant_research"": {""is_plant"": true, ""plant_species"": null, ""confidence"": ""high""}, ""task2_lipid_relevance"": {""is_relevant"": true, ""evidence_sentences"": [""Plant lipid transfer proteins (LTP) are cationic peptides, subdivided into two families, which present molecular masses of around 7 and 10 kDa."", ""The peptides were, thus, denominated due to their ability to reversibly bind and transport hydrophobic molecules in vitro.""], ""explanation"": ""The article focuses on plant lipid transfer proteins that bind and transport hydrophobic (lipid) molecules, directly addressing lipid-related functions."", ""specific_topics"": [""lipid binding"", ""hydrophobic molecule transport""], ""confidence"": ""high""}}",2: Lipid Transport & Trafficking,success,2.0,Lipid Transport & Trafficking
29191828,Hydrogen-deuterium exchange reveals long-range dynamical allostery in soybean lipoxygenase.,"In lipoxygenases, the topologically conserved C-terminal domain catalyzes the oxidation of polyunsaturated fatty acids, generating an assortment of biologically relevant signaling mediators. Plant and animal lipoxygenases also contain a 100-150-amino acid N-terminal C2-like domain that has been implicated in interactions with isolated fatty acids and at the phospholipid bilayer. These interactions may lead to increased substrate availability and contribute to the regulation of active-site catalysis. Because of a lack of structural information, a molecular understanding of this lipid-protein interaction remains unresolved. Herein, we employed hydrogen-deuterium exchange MS (HDXMS) to spatially resolve changes in protein conformation upon interaction of soybean lipoxygenase with a fatty acid surrogate, oleyl sulfate (OS), previously shown to act at a site separate from the substrate-binding site. Specific, OS-induced conformational changes are detected both at the N-terminal domain and within the substrate portal nearly 30 Å away. Combining previously measured kinetic properties in the presence of OS with its impact on the <i>K<sub>d</sub></i> for linoleic acid substrate binding, we conclude that OS binding brings about an increase in rate constants for both the ingress and egress of substrate. We discuss the role of OS-induced changes in protein flexibility in the context of changes in the mechanism of substrate acquisition.",10.1074/jbc.M117.817197,True,high,True,high,"[""soybean""]","[""lipid\u2013protein interaction"", ""substrate binding kinetics"", ""hydrogen\u2011deuterium exchange""]","{""task1_plant_research"": {""is_plant"": true, ""plant_species"": [""soybean""], ""confidence"": ""high""}, ""task2_lipid_relevance"": {""is_relevant"": true, ""evidence_sentences"": [""In lipoxygenases, the topologically conserved C-terminal domain catalyzes the oxidation of polyunsaturated fatty acids, generating an assortment of biologically relevant signaling mediators."", ""Plant and animal lipoxygenases also contain a 100-150\u2011amino acid N-terminal C2-like domain that has been implicated in interactions with isolated fatty acids and at the phospholipid bilayer.""], ""explanation"": ""The study investigates how a fatty acid surrogate (oleyl sulfate) interacts with soybean lipoxygenase, affecting substrate binding and catalytic activity, thereby directly addressing lipid\u2013protein interactions and fatty acid metabolism."", ""specific_topics"": [""lipid\u2013protein interaction"", ""substrate binding kinetics"", ""hydrogen\u2011deuterium exchange""], ""confidence"": ""high""}}",2: Lipid Transport & Trafficking,success,2.0,Lipid Transport & Trafficking
7918538,Effect of low temperatures on the transfer of phospholipids with various acyl-chain lengths to the plasma membrane of leek cells.,"The intracellular transport of lipids with very-long-chain acyl moieties (C20-C24 fatty acid-containing lipids) to the plasma membrane of leek cells follows the vesicular ER-Golgi apparatus-plasma membrane pathway. Here we report on the effect of low temperatures on the vesicular transport of lipids and especially C20-C24 fatty acid-containing lipids to the plasma membrane of leek cells. These lipids, normally transported through the ER-Golgi apparatus-plasma membrane pathway at 24 degrees C, accumulated in the ER and the Golgi apparatus at 12 degrees C with a related deficit in the plasma membrane. As lipids with long chain acyl moieties (C16 and C18 fatty acid-containing lipids) were still transferred to the plasma membrane at 12 degrees C, the data demonstrate a specific effect of low temperatures on the vesicular transfer of C20-C24 fatty acid-containing lipids to the plasma membrane of leek cells. Therefore, evidence is provided for distinct pathways and/or mechanisms transferring lipids to the plasma membrane of leek cells which differ in their sensitivity to low temperatures.",10.1016/0005-2736(94)90305-0,True,high,True,high,"[""Leek (Allium porrum)""]","[""vesicular transport"", ""temperature effects on lipid trafficking"", ""very\u2011long\u2011chain fatty acids""]","{""task1_plant_research"": {""is_plant"": true, ""plant_species"": [""Leek (Allium porrum)""], ""confidence"": ""high""}, ""task2_lipid_relevance"": {""is_relevant"": true, ""evidence_sentences"": [""Here we report on the effect of low temperatures on the vesicular transport of lipids and especially C20-C24 fatty acid-containing lipids to the plasma membrane of leek cells."", ""As lipids with long chain acyl moieties (C16 and C18 fatty acid-containing lipids) were still transferred to the plasma membrane at 12 degrees C, the data demonstrate a specific effect of low temperatures on the vesicular transfer of C20-C24 fatty acid-containing lipids to the plasma membrane of leek cells.""], ""explanation"": ""The study examines how low temperatures affect the vesicular transport of very\u2011long\u2011chain fatty acid\u2013containing lipids (C20\u2013C24) to the plasma membrane of leek cells, directly addressing lipid movement and temperature sensitivity."", ""specific_topics"": [""vesicular transport"", ""temperature effects on lipid trafficking"", ""very\u2011long\u2011chain fatty acids""], ""confidence"": ""high""}}",2: Lipid Transport & Trafficking,success,2.0,Lipid Transport & Trafficking
